Channel1_Column3,Channel2_Column3,Channel3_Column3,Channel4_Column3,Channel5_Column3,Channel6_Column3
0.054543,0.069078,0.059239,0.034792,0.050272,0.075864
0.053044,0.069356,0.060195,0.033799,0.04969,0.075864
0.052363,0.069634,0.060742,0.033516,0.048382,0.076026
0.051409,0.069773,0.061288,0.03309,0.047801,0.076026
0.049911,0.070051,0.062108,0.032382,0.047219,0.076189
0.049093,0.07019,0.062518,0.032098,0.045911,0.076026
0.048276,0.070468,0.062928,0.031956,0.04533,0.076026
0.046641,0.070746,0.063748,0.031531,0.044749,0.076026
0.045823,0.070885,0.064158,0.031389,0.043441,0.075864
0.045006,0.071163,0.064431,0.031248,0.042859,0.075702
0.044188,0.071302,0.064704,0.031106,0.042278,0.075539
0.042553,0.07158,0.065388,0.030964,0.041697,0.075539
0.041735,0.07158,0.065661,0.030964,0.040534,0.075052
0.041054,0.071719,0.065934,0.030964,0.040098,0.074889
0.039555,0.071719,0.066481,0.031106,0.039517,0.074565
0.038874,0.071719,0.066754,0.031106,0.038354,0.074077
0.038193,0.071719,0.067164,0.031248,0.037918,0.073753
0.036967,0.07158,0.067711,0.031531,0.037482,0.073428
0.036422,0.071302,0.068121,0.031673,0.036464,0.072616
0.035877,0.071163,0.068394,0.031956,0.036028,0.072129
0.035059,0.070607,0.069077,0.032382,0.035592,0.071641
0.03465,0.070329,0.06935,0.032665,0.034866,0.070667
0.034241,0.070051,0.06976,0.03309,0.034575,0.07018
0.03356,0.069217,0.070307,0.033799,0.034139,0.069692
0.033424,0.068661,0.07058,0.034225,0.033703,0.068555
0.033151,0.068244,0.070853,0.034792,0.033412,0.068068
0.032606,0.067133,0.071263,0.035784,0.033267,0.067419
0.032334,0.066438,0.071537,0.036351,0.032976,0.066282
0.032198,0.065743,0.071673,0.036918,0.032831,0.065632
0.031789,0.064492,0.071947,0.038052,0.032686,0.064982
0.031653,0.063797,0.071947,0.038761,0.03254,0.063683
0.031516,0.063103,0.072083,0.03947,0.03254,0.062871
0.031244,0.061574,0.071947,0.040746,0.03254,0.062222
0.03138,0.06074,0.07181,0.041454,0.03254,0.061572
